id_student,code_module,code_presentation,total_score*weight,attempted_weight,adjusted_mark,mark,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation
478685,FFF,2013B,1000.0,12.5,8.57361963190184,5.0,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,FFF_2013B
478718,BBB,2013J,325.0,5.0,2.9754601226993866,1.6,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,BBB_2013J
478744,DDD,2013B,75.0,3.0,,,F,North Western Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn,DDD_2013B
478784,GGG,2013J,8000.0,100.0,77.88990825687713,40.0,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,GGG_2013J
478791,EEE,2014B,9472.0,100.0,69.53997461926113,47.4,M,West Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Pass,EEE_2014B
478792,BBB,2013B,4947.0,82.0,30.659509202453986,24.7,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2013B
478873,BBB,2013B,1200.0,24.0,10.015337423312884,6.0,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2013B
478886,GGG,2014J,7266.7,100.0,73.6304062909551,36.3,F,Wales,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,GGG_2014J
478967,BBB,2013J,5098.0,100.0,31.395705521472394,25.5,F,Ireland,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,BBB_2013J
478977,CCC,2014B,1167.0,17.0,,,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,CCC_2014B
479020,BBB,2013J,6815.0,100.0,51.48794416242558,34.1,F,South Region,Lower Than A Level,20-30%,35-55,0,210,N,Pass,BBB_2013J
479057,FFF,2013B,8850.0,100.0,67.84581218271452,44.2,M,North Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,FFF_2013B
479060,BBB,2013B,9129.0,100.0,93.3158584534625,45.6,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,BBB_2013B
479061,FFF,2014B,8775.0,100.0,88.04718217561431,43.9,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,FFF_2014B
479141,DDD,2013J,15290.0,200.0,76.4,76.4,F,North Region,A Level or Equivalent,,0-35,0,60,N,Distinction,DDD_2013J
479170,BBB,2013J,8208.0,100.0,63.62309644667795,41.0,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2013J
479171,BBB,2013B,6668.0,82.0,50.20621827410193,33.3,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B
479305,BBB,2013J,7823.0,100.0,60.26649746190958,39.1,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2013J
479343,BBB,2013B,6435.0,82.0,48.47398477156551,32.2,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,BBB_2013B
479347,DDD,2013B,106.0,2.0,,,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,70,Y,Withdrawn,DDD_2013B
479356,FFF,2013B,4875.0,62.5,41.716370558373995,24.4,M,East Anglian Region,HE Qualification,90-100%,35-55,0,150,N,Pass,FFF_2013B
479442,GGG,2013J,6300.0,100.0,47.645939086287115,31.5,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,GGG_2013J
479457,DDD,2013J,17987.5,200.0,89.9,89.9,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,DDD_2013J
479516,BBB,2013B,4255.0,63.0,40.596446700507045,21.3,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2013B
479519,BBB,2013B,5725.0,82.0,34.11042944785276,28.6,F,West Midlands Region,No Formal quals,0-10%,0-35,1,120,N,Fail,BBB_2013B
479522,CCC,2014J,4242.0,84.0,40.590101522842076,21.2,F,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,CCC_2014J
479553,DDD,2014J,12255.0,200.0,61.3,61.3,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,Distinction,DDD_2014J
479607,CCC,2014B,140.0,2.0,1.5644171779141105,0.7,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,N,Fail,CCC_2014B
479607,DDD,2013B,442.5,7.5,,,M,Wales,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,DDD_2013B
479607,EEE,2014B,960.0,16.0,7.975460122699387,4.8,M,Wales,A Level or Equivalent,20-30%,35-55,1,180,N,Fail,EEE_2014B
479649,CCC,2014J,718.0,9.0,,,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,CCC_2014J
479649,DDD,2014B,12517.5,187.5,66.8,62.6,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,DDD_2014B
479738,BBB,2014B,6726.0,100.0,50.612309644659916,33.6,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,130,N,Pass,BBB_2014B
479753,CCC,2014B,280.0,9.0,,,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,CCC_2014B
479753,EEE,2013J,7532.0,100.0,57.8807106598814,37.7,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,EEE_2013J
479764,FFF,2013B,8875.0,100.0,67.94416243652154,44.4,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,FFF_2013B
479828,FFF,2013J,4175.0,100.0,40.504441624365,20.9,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,2,150,N,Pass,FFF_2013J
479845,FFF,2013J,7800.0,100.0,60.15545685277263,39.0,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,FFF_2013J
479848,DDD,2013J,19615.0,200.0,98.1,98.1,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,DDD_2013J
479853,BBB,2013J,8348.0,100.0,80.74705111401869,41.7,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,BBB_2013J
479860,FFF,2013B,7975.0,100.0,61.81789340099439,39.9,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,FFF_2013B
479922,FFF,2013B,7500.0,100.0,57.61104060912024,37.5,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,FFF_2013B
479939,FFF,2014J,6675.0,100.0,50.31091370557391,33.4,F,North Region,No Formal quals,,0-35,0,60,N,Pass,FFF_2014J
479977,DDD,2013J,12690.0,180.0,70.5,63.4,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,DDD_2013J
479987,CCC,2014J,1147.0,18.0,,,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,CCC_2014J
479987,EEE,2014J,7572.0,100.0,58.24238578678461,37.9,M,Scotland,HE Qualification,60-70%,0-35,1,60,N,Pass,EEE_2014J
480014,FFF,2013B,8500.0,100.0,82.77850589776612,42.5,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,FFF_2013B
480025,FFF,2013J,4325.0,75.0,27.845092024539877,21.6,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,FFF_2013J
480086,GGG,2014B,9066.7,100.0,68.6167512690082,45.3,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,GGG_2014B
480115,CCC,2014J,4619.0,75.0,41.13895939086186,23.1,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,CCC_2014J
480115,EEE,2013J,8448.0,100.0,81.8348623853157,42.2,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,EEE_2013J
480181,FFF,2013B,3000.0,50.0,,,M,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn,FFF_2013B
480199,FFF,2013B,8175.0,100.0,63.4517766497238,40.9,F,London Region,Lower Than A Level,10-20,35-55,1,150,N,Pass,FFF_2013B
480207,DDD,2013B,13435.0,200.0,67.2,67.2,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,Y,Distinction,DDD_2013B
480225,DDD,2013B,7917.5,182.0,39.6,39.6,F,East Anglian Region,Lower Than A Level,10-20,0-35,1,120,N,Pass,DDD_2013B
480303,FFF,2014J,1625.0,25.0,13.420245398773005,8.1,M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,FFF_2014J
480372,BBB,2014B,5362.0,81.0,43.080583756342236,26.8,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,Pass,BBB_2014B
480382,BBB,2013B,5120.0,82.0,42.29695431471862,25.6,M,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,BBB_2013B
480458,BBB,2013B,3445.0,64.0,23.4739263803681,17.2,M,Wales,HE Qualification,50-60%,0-35,0,180,N,Fail,BBB_2013B
480507,BBB,2013B,8301.0,100.0,64.4796954314487,41.5,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2013B
480554,BBB,2013B,6915.0,82.0,52.2906091370441,34.6,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013B
480579,EEE,2014J,7444.0,100.0,56.93845177663357,37.2,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,EEE_2014J
480590,GGG,2014B,5333.3,100.0,43.01078680202758,26.7,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,GGG_2014B
480604,CCC,2014B,3419.0,48.0,,,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,45,N,Withdrawn,CCC_2014B
480650,BBB,2013B,9454.0,100.0,97.62778505896512,47.3,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,BBB_2013B
480667,BBB,2013J,2491.0,44.0,,,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,BBB_2013J
480716,DDD,2013J,10495.0,200.0,52.5,52.5,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,DDD_2013J
480815,BBB,2013B,6113.0,82.0,46.53236040608513,30.6,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2013B
480888,BBB,2013J,7728.0,100.0,76.14678899082288,38.6,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,BBB_2013J
480914,GGG,2014J,0.0,33.3,,,F,East Anglian Region,No Formal quals,10-20,0-35,0,30,N,Withdrawn,GGG_2014J
480928,CCC,2014B,0.0,2.0,,,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,Withdrawn,CCC_2014B
480928,EEE,2014B,688.0,16.0,,,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,Withdrawn,EEE_2014B
480929,CCC,2014B,13922.0,150.0,92.8,69.6,M,South West Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,CCC_2014B
480929,DDD,2013B,16941.0,200.0,84.7,84.7,M,South West Region,HE Qualification,60-70%,0-35,0,60,N,Distinction,DDD_2013B
480937,FFF,2013B,9100.0,100.0,68.74999999997254,45.5,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1,150,N,Pass,FFF_2013B
480938,DDD,2013J,11612.5,200.0,58.1,58.1,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,DDD_2013J
480943,CCC,2014B,10942.0,150.0,72.9,54.7,M,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,CCC_2014B
480956,DDD,2014B,15347.5,200.0,76.7,76.7,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Distinction,DDD_2014B
480959,GGG,2013J,5433.3,100.0,43.375634517763274,27.2,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,GGG_2013J
480960,FFF,2013B,9025.0,100.0,92.09698558321404,45.1,F,London Region,A Level or Equivalent,60-70%,0-35,1,150,N,Distinction,FFF_2013B
480981,FFF,2013B,625.0,12.5,5.391104294478527,3.1,M,London Region,Lower Than A Level,30-40%,35-55,1,120,Y,Fail,FFF_2013B
480984,FFF,2013B,6825.0,100.0,51.45304568526825,34.1,M,North Region,A Level or Equivalent,,0-35,0,70,N,Pass,FFF_2013B
481010,BBB,2013B,8613.0,100.0,85.03276539973102,43.1,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,BBB_2013B
481022,AAA,2014J,2540.0,50.0,19.55521472392638,12.7,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,AAA_2014J
481024,CCC,2014B,140.0,2.0,,,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,CCC_2014B
481143,BBB,2013B,3612.0,80.0,24.217791411042946,18.1,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013B
481150,BBB,2014B,7005.0,81.0,52.998096446688095,35.0,F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2014B
481169,CCC,2014J,5126.0,93.0,,,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,CCC_2014J
481210,FFF,2014B,2250.0,50.0,18.18251533742331,11.2,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,FFF_2014B
481227,FFF,2013B,1050.0,12.5,,,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,FFF_2013B
481240,FFF,2014J,3375.0,50.0,,,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,FFF_2014J
481314,CCC,2014J,10257.0,150.0,68.4,51.3,M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,CCC_2014J
481314,FFF,2013J,7050.0,100.0,53.40736040607857,35.2,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,N,Pass,FFF_2013J
481350,CCC,2014J,4650.0,70.0,,,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,CCC_2014J
481350,DDD,2013B,13976.5,200.0,69.9,69.9,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,DDD_2013B
481367,FFF,2013B,2000.0,25.0,,,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,FFF_2013B
481404,GGG,2013J,6700.0,100.0,50.54251269034526,33.5,M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,GGG_2013J
481448,BBB,2013J,5031.0,81.0,31.165644171779142,25.2,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,BBB_2013J
481453,FFF,2013B,9300.0,100.0,69.28934010149487,46.5,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,FFF_2013B
481538,DDD,2013J,13787.5,200.0,68.9,68.9,M,North Western Region,Lower Than A Level,10-20,0-35,1,60,N,Distinction,DDD_2013J
481549,DDD,2013B,15535.0,200.0,77.7,77.7,F,South Region,A Level or Equivalent,,0-35,0,120,N,Distinction,DDD_2013B
481580,BBB,2013B,8335.0,100.0,80.81258191349441,41.7,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,BBB_2013B
481593,BBB,2014J,7340.0,100.0,74.18086500655117,36.7,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Distinction,BBB_2014J
481607,BBB,2013B,8287.0,100.0,80.09174311926145,41.4,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Distinction,BBB_2013B
481618,EEE,2014B,9644.0,100.0,69.70177664971783,48.2,M,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,EEE_2014B
481667,DDD,2013J,9510.0,180.0,52.8,47.6,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,DDD_2013J
481717,FFF,2014J,8225.0,100.0,63.895939086271596,41.1,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,FFF_2014J
481762,GGG,2014B,6766.7,100.0,51.00888324872045,33.8,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,GGG_2014B
481772,GGG,2013J,2000.0,33.3,16.802147239263803,10.0,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,GGG_2013J
481787,EEE,2014J,7728.0,100.0,59.559010152265586,38.6,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,EEE_2014J
481790,BBB,2014J,6390.0,100.0,48.24238578679416,32.0,F,Ireland,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,BBB_2014J
481863,DDD,2013J,800.0,10.0,,,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,DDD_2013J
481863,DDD,2014B,14687.5,200.0,73.4,73.4,F,Scotland,A Level or Equivalent,60-70%,0-35,1,120,N,Distinction,DDD_2014B
481884,EEE,2014J,5640.0,100.0,33.719325153374236,28.2,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,EEE_2014J
481947,BBB,2014B,350.0,5.0,3.289877300613497,1.8,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,Fail,BBB_2014B
482012,EEE,2013J,6392.0,72.0,48.20431472080435,32.0,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,EEE_2013J
482030,EEE,2014J,8580.0,100.0,66.41180203043163,42.9,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,EEE_2014J
482071,FFF,2013B,8475.0,100.0,65.89467005073669,42.4,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,FFF_2013B
482083,DDD,2013J,14625.0,200.0,73.1,73.1,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,DDD_2013J
482117,DDD,2013B,80.0,2.0,1.219325153374233,0.4,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Fail,DDD_2013B
482145,CCC,2014J,6422.0,142.0,36.57208588957055,32.1,F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,CCC_2014J
482173,DDD,2013J,3760.0,40.0,,,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,DDD_2013J
482173,DDD,2014J,15655.0,175.0,89.5,78.3,F,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Distinction,DDD_2014J
482187,FFF,2013B,8825.0,100.0,88.70249017037155,44.1,F,North Region,A Level or Equivalent,,0-35,0,60,N,Distinction,FFF_2013B
482264,FFF,2013B,2125.0,50.0,,,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,FFF_2013B
482275,FFF,2013B,1800.0,25.0,15.03834355828221,9.0,M,North Western Region,Lower Than A Level,30-40%,35-55,1,210,N,Fail,FFF_2013B
482280,CCC,2014B,11298.0,150.0,75.3,56.5,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,CCC_2014B
482356,BBB,2013J,7910.0,100.0,61.278553299472065,39.6,F,Wales,Lower Than A Level,10-20,0-35,0,90,N,Pass,BBB_2013J
482406,EEE,2013J,5456.0,72.0,43.413705583753085,27.3,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,EEE_2013J
482467,BBB,2013B,7830.0,100.0,60.596446700487945,39.2,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2013B
482513,FFF,2013B,7350.0,100.0,55.999365482218224,36.8,F,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,FFF_2013B
482644,FFF,2014J,9225.0,100.0,69.13705583753563,46.1,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,FFF_2014J
482677,GGG,2014B,8500.0,100.0,65.95177664972141,42.5,F,South East Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,GGG_2014B
482680,BBB,2013J,6811.0,82.0,51.4435279187708,34.1,M,Scotland,A Level or Equivalent,60-70%,0-35,0,75,Y,Pass,BBB_2013J
482710,BBB,2013B,8193.0,99.0,63.69923857865757,41.0,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2013B
482726,EEE,2013J,8768.0,100.0,67.3857868020043,43.8,F,South Region,Post Graduate Qualification,90-100%,35-55,0,50,N,Pass,EEE_2013J
482745,CCC,2014B,2968.0,75.0,21.29601226993865,14.8,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,CCC_2014B
482751,CCC,2014J,200.0,2.0,,,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,CCC_2014J
482766,BBB,2013B,6402.0,100.0,48.22969543146422,32.0,F,South Region,HE Qualification,50-60%,35-55,0,120,N,Pass,BBB_2013B
482810,BBB,2013J,6478.0,81.0,48.85152284263114,32.4,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013J
482843,FFF,2014B,7450.0,100.0,56.846446700491526,37.2,F,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,FFF_2014B
482856,DDD,2013B,15441.5,200.0,77.2,77.2,F,Ireland,HE Qualification,,35-55,0,60,N,Distinction,DDD_2013B
482868,CCC,2014J,88.0,2.0,,,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,CCC_2014J
482868,DDD,2013J,12932.5,180.0,71.8,64.7,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,DDD_2013J
482938,CCC,2014J,22.0,2.0,,,M,South East Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn,CCC_2014J
482945,BBB,2013B,2100.0,42.0,,,M,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Withdrawn,BBB_2013B
483031,BBB,2014B,8332.0,100.0,80.70773263433325,41.7,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,BBB_2014B
483037,FFF,2014J,6250.0,100.0,47.28109137055142,31.2,M,London Region,No Formal quals,10-20,35-55,0,60,N,Pass,FFF_2014J
483064,BBB,2013B,8180.0,100.0,63.5723350253582,40.9,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013B
483074,BBB,2013B,8690.0,100.0,85.83224115333485,43.4,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Distinction,BBB_2013B
483108,CCC,2014B,140.0,2.0,,,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,CCC_2014B
483108,CCC,2014J,576.0,10.0,5.053680981595092,2.9,F,North Western Region,A Level or Equivalent,80-90%,0-35,1,30,N,Fail,CCC_2014J
483108,EEE,2013J,8144.0,100.0,63.11865482231295,40.7,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,EEE_2013J
483109,BBB,2013B,5715.0,82.0,44.539974619285005,28.6,F,London Region,HE Qualification,50-60%,0-35,0,60,N,Pass,BBB_2013B
483131,EEE,2014J,8188.0,100.0,63.502538071043546,40.9,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,EEE_2014J
483136,DDD,2014J,12455.0,200.0,62.3,62.3,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,DDD_2014J
483149,DDD,2014J,15780.0,200.0,78.9,78.9,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,DDD_2014J
483200,DDD,2014J,15205.0,200.0,76.0,76.0,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,DDD_2014J
483243,BBB,2013B,6474.0,82.0,48.876903553291015,32.4,F,North Western Region,Lower Than A Level,20-30%,35-55,0,135,Y,Pass,BBB_2013B
483267,CCC,2014B,696.0,11.0,,,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,CCC_2014B
483275,CCC,2014B,13045.0,150.0,87.0,65.2,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,CCC_2014B
483275,DDD,2013B,4349.0,79.0,27.975460122699385,21.7,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,DDD_2013B
483315,BBB,2014J,7115.0,100.0,54.026015228413,35.6,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J
483362,DDD,2013J,9360.0,200.0,46.8,46.8,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,60,N,Distinction,DDD_2013J
483371,BBB,2013B,5679.0,81.0,,,F,Scotland,HE Qualification,60-70%,35-55,0,120,N,Withdrawn,BBB_2013B
483389,FFF,2014B,6975.0,100.0,52.72208121826196,34.9,F,North Region,Lower Than A Level,,35-55,0,60,N,Pass,FFF_2014B
483411,BBB,2013B,2779.0,44.0,20.53680981595092,13.9,F,East Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,BBB_2013B
483468,BBB,2014B,7824.0,100.0,60.28870558373697,39.1,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,BBB_2014B
483470,DDD,2013B,556.5,12.5,4.808282208588957,2.8,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Fail,DDD_2013B
483479,BBB,2013B,420.0,5.0,3.9723926380368098,2.1,F,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,BBB_2013B
483485,BBB,2014B,7761.0,100.0,59.79060913703694,38.8,F,Wales,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,BBB_2014B
483508,BBB,2014J,7985.0,100.0,77.57536041939366,39.9,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,BBB_2014J
483543,CCC,2014J,11993.0,150.0,80.0,60.0,M,North Region,HE Qualification,,0-35,0,60,N,Distinction,CCC_2014J
483582,GGG,2014B,2133.3,33.3,17.561349693251532,10.7,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,GGG_2014B
483620,FFF,2013B,5850.0,100.0,45.050761421314974,29.2,M,West Midlands Region,Lower Than A Level,50-60%,0-35,1,180,N,Pass,FFF_2013B
483626,FFF,2013J,4350.0,75.0,40.751903553298774,21.8,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,FFF_2013J
483646,BBB,2013J,6233.0,100.0,47.268401015221485,31.2,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,BBB_2013J
483656,FFF,2014J,1675.0,25.0,,,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,FFF_2014J
483666,CCC,2014J,988.0,11.0,,,F,Wales,Lower Than A Level,60-70%,35-55,1,30,N,Withdrawn,CCC_2014J
483674,BBB,2014J,0.0,0.0,0.03067484662576687,0.0,F,Wales,No Formal quals,30-40%,0-35,0,60,N,Fail,BBB_2014J
483703,BBB,2013J,2009.0,24.0,,,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,BBB_2013J
483706,EEE,2013J,7952.0,100.0,61.656091370537695,39.8,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,EEE_2013J
483724,FFF,2013J,1475.0,25.0,12.131901840490798,7.4,M,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Fail,FFF_2013J
483744,BBB,2013J,2565.0,45.0,,,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,180,Y,Withdrawn,BBB_2013J
483793,CCC,2014J,757.0,9.0,6.434049079754601,3.8,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,CCC_2014J
483800,AAA,2014J,7100.0,100.0,53.74999999998687,35.5,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,AAA_2014J
483818,DDD,2013B,17004.5,200.0,85.0,85.0,F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Distinction,DDD_2013B
483858,CCC,2014J,8632.0,120.0,66.81789340098962,43.2,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,CCC_2014J
